,author,location,language,friends,followers,statuses,date,dateint,message,tweet_id,polarity,subjectivity,sentiment,text
21,AndyBiotech,,None,750,80369,9956,2020-08-03T12:52:00,20200803125200,"For all those $NK trolls, this is the key sentence in today's PR that confirms what I tweeted on Friday: only 2/5 mice generated decent neutralizing antibodies.  Good luck with a vaccine candidate that can't even consistently elicit neutralizing antibody responses in mice.",1290269186233708544,0.4792166666666666,0.7033333333333334,positive,"For all those $NK trolls, this is the key sentence in today's PR that confirms what I tweeted on Friday: only 2/5 mice generated decent neutralizing antibodies.  Good luck with a vaccine candidate that can't even consistently elicit neutralizing antibody responses in mice."
22,AndyBiotech,,None,750,80369,9956,2020-08-02T14:37:43,20200802143743,"Strongly disagree w/ premature #COVID19 vaccine launch  Being ""safe"" in Phase 1 only means nothing serious enough occurred in N=45 that would terminate development. Ph3 is as much about safety as efficacy  A few bad AEs damage public trust when a real vaccine to be deployed later",1289933402414542848,0.13209545454545454,0.4303030303030303,positive,"Strongly disagree w/ premature  vaccine launch  Being ""safe"" in Phase 1 only means nothing serious enough occurred in N=45 that would terminate development. Ph3 is as much about safety as efficacy  A few bad AEs damage public trust when a real vaccine to be deployed later"
23,AndyBiotech,,None,750,80369,9956,2020-07-31T13:16:57,20200731131657,$NK preprint out for its adenovirus 5 vaccine data in mice   Good luck with human trials when 3/5 of your animals don't even generate much neutralizing antibodies even in mice?,1289188298749968384,0.5048,0.30000000000000004,positive,$NK preprint out for its adenovirus 5 vaccine data in mice   Good luck with human trials when 3/5 of your animals don't even generate much neutralizing antibodies even in mice?
24,AndyBiotech,,None,750,80369,9956,2020-07-31T11:20:35,20200731112035,#COVID19 US Operation Warp Speed vaccine contract  $SNY $GSK protein $2.1B for dev cost + 100M doses: $21/dose  $PFE $BNTX mRNA $1.95B for 100M doses: $19.50/dose  $NVAX protein $1.6B for dev cost + 100M doses: $16/dose  $AZN adenovirus $1.2B for dev cost + 300M doses: $4/dose,1289159016057315328,0.0,0.0,neutral,US Operation Warp Speed vaccine contract  $SNY $GSK protein $2.1B for dev cost + 100M doses: $21/dose  $PFE $BNTX mRNA $1.95B for 100M doses: $19.50/dose  $NVAX protein $1.6B for dev cost + 100M doses: $16/dose  $AZN adenovirus $1.2B for dev cost + 300M doses: $4/dose
25,AndyBiotech,,None,750,80369,9956,2020-07-30T12:24:16,20200730122416,"Among the 4 #COVID vaccines, fair to say $INO has the weakest viral challenge data despite much lower viral dose   - No sig difference in sgRNA in nasal swabs   - Unlike other vaccines, sgRNA was also detected in high number even in BAL - No complete protection even in lungs",1288812655315214340,-0.13285,0.483,neutral,"Among the 4  vaccines, fair to say $INO has the weakest viral challenge data despite much lower viral dose   - No sig difference in sgRNA in nasal swabs   - Unlike other vaccines, sgRNA was also detected in high number even in BAL - No complete protection even in lungs"
26,AndyBiotech,,None,750,80369,9956,2020-07-28T20:48:27,20200728204827,NEJM paper today confirms the lack of CD8 T-cell responses for $MRNA vaccine   Does $MRNA really wanna charge 50% premium after receiving almost $1 billion government funding for a potentially inferior product vs. $PFE $BNTX,1288214762413871106,-0.25620000000000004,0.6,neutral,NEJM paper today confirms the lack of CD8 T-cell responses for $MRNA vaccine   Does $MRNA really wanna charge 50% premium after receiving almost $1 billion government funding for a potentially inferior product vs. $PFE $BNTX
27,AndyBiotech,,None,750,80369,9956,2020-07-28T12:42:33,20200728124233,"#COVID19 Operation Warp Speed officials like to claim that they're not cutting corners w/ $MRNA vaccine moving into Ph3 w/o waiting for full data from Ph2.  Not sure that's 100% true when you try to enroll ~7,500 elderly into Ph3 trial w/o showing any data from that population.",1288092480467017730,0.38025,0.7472222222222222,positive,"Operation Warp Speed officials like to claim that they're not cutting corners w/ $MRNA vaccine moving into Ph3 w/o waiting for full data from Ph2.  Not sure that's 100% true when you try to enroll ~7,500 elderly into Ph3 trial w/o showing any data from that population."
28,AndyBiotech,,None,750,80369,9956,2020-07-25T14:35:31,20200725143531,Very interesting new study shows the dominant D614G spike mutation actually makes #SARSCov2 more susceptible to neutralization by $PFE $BNTX BNT162b1 immune sera   This indicate D614G is not an escape mutation that would compromise #COVID19 vaccine efficacy,1287033745296568322,0.44494545454545453,0.42613636363636365,positive,Very interesting new study shows the dominant D614G spike mutation actually makes  more susceptible to neutralization by $PFE $BNTX BNT162b1 immune sera   This indicate D614G is not an escape mutation that would compromise  vaccine efficacy
29,AndyBiotech,,None,750,80369,9956,2020-07-24T12:28:32,20200724122832,"#COVID19 It's really annoying how many people try to compare neutralizing antibody titers cross different vaccine trials and claim ""best"" responses.   These assays are known to be notoriously variable, esp when it's done by different labs w/ different methodology.",1286639399170641920,0.19874999999999998,0.5,positive,"It's really annoying how many people try to compare neutralizing antibody titers cross different vaccine trials and claim ""best"" responses.   These assays are known to be notoriously variable, esp when it's done by different labs w/ different methodology."
30,AndyBiotech,,None,750,80369,9956,2020-07-23T12:30:11,20200723123011,"Astrazeneca has done the world a great service by offering its mfg/dev expertise to bring billions of doses of #COVID19 vaccine in record time at cost, but sure so much outrage over pharma greed!  300M doses to developing countries at $2.50/dose 300M to US 400M to EU 100M to UK",1286277430005641216,-0.06071666666666664,0.6129629629629629,neutral,"Astrazeneca has done the world a great service by offering its mfg/dev expertise to bring billions of doses of  vaccine in record time at cost, but sure so much outrage over pharma greed!  300M doses to developing countries at $2.50/dose 300M to US 400M to EU 100M to UK"
31,AndyBiotech,,None,750,80369,9956,2020-07-22T14:49:34,20200722144934,"Let's be clear, $19.50/dose for $PFE's vaccine is an affordable  accessible price.  It amazes me how many people still find reasons to scold pharma when biopharma industry are working 24x7 to develop a #COVID19 vaccine in unprecedented time and sell at cost or a very fair price.",1285950119582605323,0.59355,0.6316666666666666,positive,"Let's be clear, $19.50/dose for $PFE's vaccine is an affordable  accessible price.  It amazes me how many people still find reasons to scold pharma when biopharma industry are working 24x7 to develop a  vaccine in unprecedented time and sell at cost or a very fair price."
32,AndyBiotech,,None,750,80369,9956,2020-07-22T12:21:23,20200722122123,#COVID19 vaccine agreements by US Operation Warp Speed  $PFE $BNTX mRNA 100M initial doses for $1.95B + up to 500M add'l doses - $19.50/dose  $NVAX recombinant protein 100M doses for $1.6B - $16/dose  $AZN adenovirus 300M doses for $1.2B - $4/dose  Ph3 timeline via Larry Corey,1285912827816009729,0.1366,0.0,neutral,vaccine agreements by US Operation Warp Speed  $PFE $BNTX mRNA 100M initial doses for $1.95B + up to 500M add'l doses - $19.50/dose  $NVAX recombinant protein 100M doses for $1.6B - $16/dose  $AZN adenovirus 300M doses for $1.2B - $4/dose  Ph3 timeline via Larry Corey
33,AndyBiotech,,None,750,80369,9956,2020-07-22T01:26:09,20200722012609,Capturing #SARSCoV2’s shape-shifting spike protein   Fascinating cryo-EM work on prefusion and postfusion conformations may help guide future #COVID19 vaccine design if it becomes seasonal and returns with antigenic drift like flu,1285747931891499008,0.53845,0.48750000000000004,positive,Capturing  shape-shifting spike protein   Fascinating cryo-EM work on prefusion and postfusion conformations may help guide future  vaccine design if it becomes seasonal and returns with antigenic drift like flu
34,AndyBiotech,,None,750,80369,9956,2020-07-22T00:09:36,20200722000936,"#COVID19 Unless $MRNA or $MRK vaccine substantially differentiates from the rest on vaccine efficacy (say 90% VE vs 60% VE), hard to see how one can price at significant premium when others will sell at cost with enough doses for the entire US population.",1285728666203430912,0.061766666666666664,0.6354166666666666,positive,"Unless $MRNA or $MRK vaccine substantially differentiates from the rest on vaccine efficacy (say 90% VE vs 60% VE), hard to see how one can price at significant premium when others will sell at cost with enough doses for the entire US population."
35,AndyBiotech,,None,750,80369,9956,2020-07-20T15:27:46,20200720152746,"Now that's a bit too much hype by $AZN  First of all, they haven't even showed Oxford vaccine can actually prevent #COVID19, let's wait for Ph3 data  While there might be encouraging signs of T-cell responses, certainly not enough data at all that suggest long-lasting immunity",1285234953266106368,0.41105,0.2833333333333333,positive,"Now that's a bit too much hype by $AZN  First of all, they haven't even showed Oxford vaccine can actually prevent  let's wait for Ph3 data  While there might be encouraging signs of T-cell responses, certainly not enough data at all that suggest long-lasting immunity"
36,AndyBiotech,,None,750,80369,9956,2020-07-20T13:12:17,20200720131217,#COVID19 Encouraging data point for those concerned about how mutations in #SARSCoV2 may affect vaccine development  Neutralization assays conducted w/ 17 diff RBD variants including the dominant spike variant D614G. All 17 variants efficiently neutralized by BNT162b1 immune sera,1285200857877839873,0.4037,0.0,neutral,Encouraging data point for those concerned about how mutations in  may affect vaccine development  Neutralization assays conducted w/ 17 diff RBD variants including the dominant spike variant D614G. All 17 variants efficiently neutralized by BNT162b1 immune sera
37,AndyBiotech,,None,750,80369,9956,2020-07-20T12:20:21,20200720122021,#COVID19 Here comes another new paper with more data from $PFE $BNTX mRNA vaccine Ph1/2 trial   It appears BNT162b1 elicited much stronger CD8 T-cell responses than $MRNA data in NEJM paper,1285187790712512513,0.33029393939393936,0.38484848484848483,positive,Here comes another new paper with more data from $PFE $BNTX mRNA vaccine Ph1/2 trial   It appears BNT162b1 elicited much stronger CD8 T-cell responses than $MRNA data in NEJM paper
38,AndyBiotech,,None,750,80369,9956,2020-07-19T00:39:23,20200719003923,"""It’s hard to teach an old immune system new tricks.""  Nice story by @rkhamsi on immunosenescence and inflammaging -- Why older people are more likely to die from #COVID19 and less likely to respond well to a vaccine",1284648999551733760,0.06273872053872054,0.5662457912457912,neutral,"""It’s hard to teach an old immune system new tricks.""  Nice story by  on immunosenescence and inflammaging -- Why older people are more likely to die from  and less likely to respond well to a vaccine"
39,AndyBiotech,,None,750,80369,9956,2020-07-15T12:55:29,20200715125529,"“If you’re going to use a vaccine on billions of people, you better know what that vaccine does.”  Let's try under promise and over deliver. False hope is the last thing we need now against #COVID19.  It's better to be humble in drug discovery... Biology can be a bitch!",1283384692964823041,0.41369999999999996,0.4133333333333334,positive,"“If you’re going to use a vaccine on billions of people, you better know what that vaccine does.”  Let's try under promise and over deliver. False hope is the last thing we need now against   It's better to be humble in drug discovery... Biology can be a bitch!"
40,AndyBiotech,,None,750,80369,9956,2020-07-15T00:22:29,20200715002229,🔥🔥🔥  $PFE Pfizer CEO raises expectations that it can deliver a #COVID19 vaccine by fall   vs.  $MRK Merck CEO says raising COVID-19 vaccine hopes “a grave disservice to the public”,1283195193634762754,-0.3592,0.06666666666666667,neutral,🔥🔥🔥  $PFE Pfizer CEO raises expectations that it can deliver a  vaccine by fall   vs.  $MRK Merck CEO says raising COVID-19 vaccine hopes “a grave disservice to the public”
41,AndyBiotech,,None,750,80369,9956,2020-07-08T00:53:08,20200708005308,"#COVID19 Longitudinal analysis of antibody response   Interestingly, #SARSCoV2 neutralizing antibodies are readily generated from diverse pool of potential precursors in naïve B cell repertoires from unexposed individuals, bodes well for vaccine development",1280666192089362432,0.40961666666666663,0.6666666666666666,positive,"Longitudinal analysis of antibody response   Interestingly,  neutralizing antibodies are readily generated from diverse pool of potential precursors in naïve B cell repertoires from unexposed individuals, bodes well for vaccine development"
42,AndyBiotech,,None,750,80369,9956,2020-07-07T13:03:46,20200707130346,"#COVID19 Recombinant vaccines are tried-and-true tech vs mRNA, but not every recombinant vaccine is created equal.  Why does Operation Warp Speed bet on $NVAX largely unproven platform vs. $SNY $GSK proven platform w/ large safety database and existing large-scale mfg capability?",1280487674424459264,0.43897857142857144,0.36904761904761907,positive,"Recombinant vaccines are tried-and-true tech vs mRNA, but not every recombinant vaccine is created equal.  Why does Operation Warp Speed bet on $NVAX largely unproven platform vs. $SNY $GSK proven platform w/ large safety database and existing large-scale mfg capability?"
43,AndyBiotech,,None,750,80369,9956,2020-07-01T13:37:33,20200701133733,#COVID19 Encouraging initial data from $PFE $BNTX LNP nucleoside-modified mRNA vaccine   What's really differentiating from $MRNA will be data for self-amplifying mRNA vaccine though - single dose at ~60x lower dosage - potentially stronger T cell response,1278321847675883520,0.30902142857142856,0.35357142857142854,positive,Encouraging initial data from $PFE $BNTX LNP nucleoside-modified mRNA vaccine   What's really differentiating from $MRNA will be data for self-amplifying mRNA vaccine though - single dose at ~60x lower dosage - potentially stronger T cell response
44,AndyBiotech,,None,750,80369,9956,2020-06-10T12:14:31,20200610121431,"#COVID19 Instead of three separate Ph3 studies, I wish @NIH would run a randomized trial of multiple vaccine candidates in parallel with one common placebo group, which allow head-to-head comparison to assess which #coronavirus vaccine has the best safety and efficacy profile.",1270690807926923265,0.533,0.2,positive,"Instead of three separate Ph3 studies, I wish  would run a randomized trial of multiple vaccine candidates in parallel with one common placebo group, which allow head-to-head comparison to assess which  vaccine has the best safety and efficacy profile."
45,AndyBiotech,,None,750,80369,9956,2020-06-08T01:12:44,20200608011244,#COVID19 vaccine development is moving forward at an unprecedented speed  Excellent piece by @grobbins and @JonathanWosen on the global efforts and challenges,1269799487922253826,0.5728666666666666,0.6333333333333333,positive,vaccine development is moving forward at an unprecedented speed  Excellent piece by  and  on the global efforts and challenges
46,AndyBiotech,,None,750,80369,9956,2020-06-06T16:42:45,20200606164245,#COVID19 We have seen impressive pre-clinical data from two inactivated vaccine candidates now: PiCoVacc  BBIBP-CorV   How the hell can US/EU not prioritize at least one inactivated/attenuated vaccine just as a back-up plan?,1269308760897486848,0.015899999999999997,0.7,neutral,We have seen impressive pre-clinical data from two inactivated vaccine candidates now: PiCoVacc  BBIBP-CorV   How the hell can US/EU not prioritize at least one inactivated/attenuated vaccine just as a back-up plan?
47,AndyBiotech,,None,750,80369,9956,2020-06-06T16:14:51,20200606161451,"#COVID19 Here comes pre-clinical data from another inactivated vaccine (BBIBP-CorV) from China   Two-doses immunizations provided highly efficient protection against #SARSCoV2 intratracheal challenge in monkeys, w/o detectable antibody-dependent enhancement",1269301736474324993,0.3428,0.5399999999999999,positive,"Here comes pre-clinical data from another inactivated vaccine (BBIBP-CorV) from China   Two-doses immunizations provided highly efficient protection against  intratracheal challenge in monkeys, w/o detectable antibody-dependent enhancement"
48,AndyBiotech,,None,750,80369,9956,2020-06-05T00:27:01,20200605002701,#COVID19 Operation Warp Speed selected 5 vaccine candidates: 2 mRNA 2 adenovirus 1 rVSV vector Rather concentrated bet on unproven platform.  Meanwhile China has pushed 4 old-fashioned inactivated viral vaccines. Any good explanation why no one is pursuing that approach in US?,1268700820188606465,0.43894999999999995,0.6000000000000001,positive,Operation Warp Speed selected 5 vaccine candidates: 2 mRNA 2 adenovirus 1 rVSV vector Rather concentrated bet on unproven platform.  Meanwhile China has pushed 4 old-fashioned inactivated viral vaccines. Any good explanation why no one is pursuing that approach in US?
49,AndyBiotech,,None,750,80369,9956,2020-05-27T01:20:01,20200527012001,"#COVID19 Sobering wisdom from Roger Perlmutter   “Most vaccine projects fail—it’s very difficult to make a vaccine”  “So if I’m going to start making a vaccine, I’d like to be thoughtful about which vaccine platforms have the greatest likelihood of success”",1265452665544335360,0.57725,0.6,positive,"Sobering wisdom from Roger Perlmutter   “Most vaccine projects fail—it’s very difficult to make a vaccine”  “So if I’m going to start making a vaccine, I’d like to be thoughtful about which vaccine platforms have the greatest likelihood of success”"
50,AndyBiotech,,None,750,80369,9956,2020-05-26T15:02:14,20200526150214,"Merck CEO Ken Frazier offers a refreshing breath of honesty when needed regarding #COVID19 vaccines   Can't stress this enough about safety: “You want to make sure that when you put a vaccine into millions if not billions of people, it is safe”",1265297198021070851,0.5965,0.5777777777777777,positive,"Merck CEO Ken Frazier offers a refreshing breath of honesty when needed regarding  vaccines   Can't stress this enough about safety: “You want to make sure that when you put a vaccine into millions if not billions of people, it is safe”"
51,AndyBiotech,,None,750,80369,9956,2020-05-24T00:22:24,20200524002224,"Excellent interview with Oxford #COVID19 vaccine project leader Professor Adrian Hill    He warns against 'over-promising', as #coronavirus vaccine success is far from guaranteed",1264351005141016581,0.6286333333333334,0.6666666666666666,positive,"Excellent interview with Oxford  vaccine project leader Professor Adrian Hill    He warns against 'over-promising', as  vaccine success is far from guaranteed"
