,author,location,language,friends,followers,statuses,date,message,tweet_id,polarity,subjectivity,sentiment,text
15,AndyBiotech,,None,755,80205,9956,2020-08-06T14:11:43,Two headlines out of Reuters this morning on #COVID19 vaccine timing 👀  U.S. PRESIDENT TRUMP SAYS CORONAVIRUS VACCI,1291376409907167234,0.0,0.0,neutral,Two headlines out of Reuters this morning on  vaccine timing 👀  U.S. PRESIDENT TRUMP SAYS CORONAVIRUS VACCI
16,AndyBiotech,,None,755,80205,9956,2020-08-05T14:14:08,"Before all scream ""best-in-class"", $NVAX data only makes me wanna wait a bit more for $SNY $GSK #COVID19 vaccine.",1291014632405172225,-0.07594999999999999,0.75,neutral,"Before all scream ""best-in-class"", $NVAX data only makes me wanna wait a bit more for $SNY $GSK  vaccine."
17,AndyBiotech,,None,755,80205,9956,2020-08-02T14:37:43,"Strongly disagree w/ premature #COVID19 vaccine launch  Being ""safe"" in Phase 1 only means nothing serious enough o",1289933402414542848,0.25315,0.6799999999999999,positive,"Strongly disagree w/ premature  vaccine launch  Being ""safe"" in Phase 1 only means nothing serious enough o"
18,AndyBiotech,,None,755,80205,9956,2020-07-31T13:16:57,$NK preprint out for its adenovirus 5 vaccine data in mice   Good luck with human trials whe,1289188298749968384,0.5298,0.35000000000000003,positive,$NK preprint out for its adenovirus 5 vaccine data in mice   Good luck with human trials whe
19,AndyBiotech,,None,755,80205,9956,2020-07-31T11:20:35,#COVID19 US Operation Warp Speed vaccine contract  $SNY $GSK protein $2.1B for dev cost + 100M doses: $21/dose,1289159016057315328,0.0,0.0,neutral,US Operation Warp Speed vaccine contract  $SNY $GSK protein $2.1B for dev cost + 100M doses: $21/dose
20,AndyBiotech,,None,755,80205,9956,2020-07-30T12:24:16,"Among the 4 #COVID vaccines, fair to say $INO has the weakest viral challenge data despite much lower viral dose",1288812655315214340,0.24924999999999997,0.55,neutral,"Among the 4  vaccines, fair to say $INO has the weakest viral challenge data despite much lower viral dose"
21,AndyBiotech,,None,755,80205,9956,2020-07-28T20:48:27,NEJM paper today confirms the lack of CD8 T-cell responses for $MRNA vaccine   Does $MRNA really wanna charge 50% p,1288214762413871106,-0.059099999999999986,0.2,neutral,NEJM paper today confirms the lack of CD8 T-cell responses for $MRNA vaccine   Does $MRNA really wanna charge 50% p
22,AndyBiotech,,None,755,80205,9956,2020-07-28T12:42:33,#COVID19 Operation Warp Speed officials like to claim that they're not cutting corners w/ $MRNA vaccine moving into,1288092480467017730,0.3674,0.9,positive,Operation Warp Speed officials like to claim that they're not cutting corners w/ $MRNA vaccine moving into
23,AndyBiotech,,None,755,80205,9956,2020-07-24T12:28:32,#COVID19 It's really annoying how many people try to compare neutralizing antibody titers cross different vaccine t,1286639399170641920,-0.2663,0.5,negative,It's really annoying how many people try to compare neutralizing antibody titers cross different vaccine t
24,AndyBiotech,,None,755,80205,9956,2020-07-22T15:04:05,"To be clear, @pfizer doesn't get any money upfront, it only gets paid until their #COVID19 vaccines gets EUA/approv",1285953771022016515,0.21589999999999998,0.6916666666666667,positive,"To be clear,  doesn't get any money upfront, it only gets paid until their  vaccines gets EUA/approv"
25,AndyBiotech,,None,755,80205,9956,2020-07-22T14:49:34,"Let's be clear, $19.50/dose for $PFE's vaccine is an affordable  accessible price.  It amazes me how many people s",1285950119582605323,0.51265,0.41944444444444445,positive,"Let's be clear, $19.50/dose for $PFE's vaccine is an affordable  accessible price.  It amazes me how many people s"
26,AndyBiotech,,None,755,80205,9956,2020-07-22T12:21:23,#COVID19 vaccine agreements by US Operation Warp Speed  $PFE $BNTX mRNA 100M initial doses for $1.95B + up to 500M,1285912827816009729,0.1366,0.0,neutral,vaccine agreements by US Operation Warp Speed  $PFE $BNTX mRNA 100M initial doses for $1.95B + up to 500M
27,AndyBiotech,,None,755,80205,9956,2020-07-22T00:09:36,#COVID19 Unless $MRNA or $MRK vaccine substantially differentiates from the rest on vaccine efficacy (say 90% VE vs,1285728666203430912,0.0,0.0,neutral,Unless $MRNA or $MRK vaccine substantially differentiates from the rest on vaccine efficacy (say 90% VE vs
28,AndyBiotech,,None,755,80205,9956,2020-07-20T15:27:46,"Now that's a bit too much hype by $AZN  First of all, they haven't even showed Oxford vaccine can actually prevent",1285234953266106368,0.08789999999999999,0.2111111111111111,neutral,"Now that's a bit too much hype by $AZN  First of all, they haven't even showed Oxford vaccine can actually prevent"
29,AndyBiotech,,None,755,80205,9956,2020-07-20T13:12:17,#COVID19 Encouraging data point for those concerned about how mutations in #SARSCoV2 may affect vaccine development,1285200857877839873,0.26335,0.0,neutral,Encouraging data point for those concerned about how mutations in  may affect vaccine development
30,AndyBiotech,,None,755,80205,9956,2020-07-20T12:20:21,#COVID19 Here comes another new paper with more data from $PFE $BNTX mRNA vaccine Ph1/2 trial,1285187790712512513,0.1590909090909091,0.4772727272727273,neutral,Here comes another new paper with more data from $PFE $BNTX mRNA vaccine Ph1/2 trial
31,AndyBiotech,,None,755,80205,9956,2020-07-15T12:55:29,"“If you’re going to use a vaccine on billions of people, you better know what that vaccine does.”  Let's try under",1283384692964823041,0.4702,0.5,positive,"“If you’re going to use a vaccine on billions of people, you better know what that vaccine does.”  Let's try under"
32,AndyBiotech,,None,755,80205,9956,2020-07-15T00:22:29,🔥🔥🔥  $PFE Pfizer CEO raises expectations that it can deliver a #COVID19 vaccine by fall   vs,1283195193634762754,-0.36755,0.0,neutral,🔥🔥🔥  $PFE Pfizer CEO raises expectations that it can deliver a  vaccine by fall   vs
33,AndyBiotech,,None,755,80205,9956,2020-07-07T13:03:46,"#COVID19 Recombinant vaccines are tried-and-true tech vs mRNA, but not every recombinant vaccine is created equal.",1280487674424459264,0.1806,0.25,neutral,"Recombinant vaccines are tried-and-true tech vs mRNA, but not every recombinant vaccine is created equal."
34,AndyBiotech,,None,755,80205,9956,2020-07-01T13:37:33,#COVID19 Encouraging initial data from $PFE $BNTX LNP nucleoside-modified mRNA vaccine   Wha,1278321847675883520,0.26335,0.0,neutral,Encouraging initial data from $PFE $BNTX LNP nucleoside-modified mRNA vaccine   Wha
35,AndyBiotech,,None,755,80205,9956,2020-06-10T12:14:31,"#COVID19 Instead of three separate Ph3 studies, I wish @NIH would run a randomized trial of multiple vaccine candid",1270690807926923265,0.35095,0.4,positive,"Instead of three separate Ph3 studies, I wish  would run a randomized trial of multiple vaccine candid"
36,AndyBiotech,,None,755,80205,9956,2020-06-08T01:12:44,#COVID19 vaccine development is moving forward at an unprecedented speed  Excellent piece by @grobbins and,1269799487922253826,0.6859500000000001,0.95,positive,vaccine development is moving forward at an unprecedented speed  Excellent piece by  and
37,AndyBiotech,,None,755,80205,9956,2020-06-06T16:42:45,#COVID19 We have seen impressive pre-clinical data from two inactivated vaccine candidates now: PiCoVacc,1269308760897486848,0.7553000000000001,1.0,positive,We have seen impressive pre-clinical data from two inactivated vaccine candidates now: PiCoVacc
38,AndyBiotech,,None,755,80205,9956,2020-06-06T16:14:51,#COVID19 Here comes pre-clinical data from another inactivated vaccine (BBIBP-CorV) from China,1269301736474324993,0.0,0.0,neutral,Here comes pre-clinical data from another inactivated vaccine (BBIBP-CorV) from China
39,AndyBiotech,,None,755,80205,9956,2020-06-05T00:27:01,#COVID19 Operation Warp Speed selected 5 vaccine candidates: 2 mRNA 2 adenovirus 1 rVSV vector Rather concentrated,1268700820188606465,0.0,0.0,neutral,Operation Warp Speed selected 5 vaccine candidates: 2 mRNA 2 adenovirus 1 rVSV vector Rather concentrated
40,AndyBiotech,,None,755,80205,9956,2020-05-27T01:20:01,#COVID19 Sobering wisdom from Roger Perlmutter   “Most vaccine projects fail—it’s very diffi,1265452665544335360,0.3659,0.4,positive,Sobering wisdom from Roger Perlmutter   “Most vaccine projects fail—it’s very diffi
41,AndyBiotech,,None,755,80205,9956,2020-05-24T00:22:24,Excellent interview with Oxford #COVID19 vaccine project leader Professor Adrian Hill    He,1264351005141016581,0.7859499999999999,1.0,positive,Excellent interview with Oxford  vaccine project leader Professor Adrian Hill    He
42,AndyBiotech,,None,755,80205,9956,2020-05-22T14:01:19,"#COVID19 First-in-human data from CanSino's adenovirus-5 vectored vaccine  Notably, bunch of Gr3 systemic adverse r",1263832315332972544,0.06939999999999999,0.5,neutral,"First-in-human data from CanSino's adenovirus-5 vectored vaccine  Notably, bunch of Gr3 systemic adverse r"
43,AndyBiotech,,None,755,80205,9956,2020-05-19T03:56:30,@Dereklowe @AJ_Philly @BioCentury Oxford will test a two-dose vaccine in clinical trial:  A single dose of 5x10^10v,1262592945284427776,-0.03571428571428571,0.21428571428571427,neutral,Oxford will test a two-dose vaccine in clinical trial:  A single dose of 5x10^10v
44,AndyBiotech,,None,755,80205,9956,2020-05-19T02:07:39,"As always, @Dereklowe has most balanced take on latest updates in #COVID19 vaccine development with 3 posts today",1262565551173505027,0.25,0.7,neutral,"As always,  has most balanced take on latest updates in  vaccine development with 3 posts today"
45,AndyBiotech,,None,755,80205,9956,2020-05-18T13:45:45,2020 will be remembered as the year when interim Phase I vaccine trial top-line report w/o actual data and single-s,1262378848416673793,0.0,0.1,neutral,2020 will be remembered as the year when interim Phase I vaccine trial top-line report w/o actual data and single-s
46,AndyBiotech,,None,755,80205,9956,2020-05-14T11:55:13,#COVID19 Encouraging pre-clinical data for Oxford/Astrazeneca ChAdOx1 vaccine   - A single d,1260901478279065601,0.22763571428571427,0.21428571428571427,neutral,Encouraging pre-clinical data for Oxford/Astrazeneca ChAdOx1 vaccine   - A single d
47,AndyBiotech,,None,755,80205,9956,2020-05-12T15:33:31,"#COVID19 For those concerned about pricing issue for #coronavirus vaccine, at least two big pharma, @JNJNews and",1260231638316965888,-0.075,0.25,neutral,"For those concerned about pricing issue for  vaccine, at least two big pharma,  and"
48,AndyBiotech,,None,755,80205,9956,2020-05-10T00:10:02,Excellent piece by the awesome Barney Graham on potential safety pitfalls associated with vaccine development for,1259274461108408321,0.7788333333333333,1.0,positive,Excellent piece by the awesome Barney Graham on potential safety pitfalls associated with vaccine development for
49,AndyBiotech,,None,755,80205,9956,2020-05-02T17:53:32,#COVID19 vaccine development is moving forward at an unprecedented speed as we pin our best hope on a #coronavirus,1256642996650606595,0.7982,0.6,positive,vaccine development is moving forward at an unprecedented speed as we pin our best hope on a
50,AndyBiotech,,None,755,80205,9956,2020-04-28T14:51:06,"Are you f*cking kidding me?  ""Nearly one-third of Americans believe a #coronavirus vaccine exists and is being with",1255147536358105092,-0.07365,0.6000000000000001,neutral,"Are you f*cking kidding me?  ""Nearly one-third of Americans believe a  vaccine exists and is being with"
51,AndyBiotech,,None,755,80205,9956,2020-04-27T00:45:12,"There are several #coronavirus vaccines for animals. While a vaccine for #SARSCoV2 is not a given, two encouraging",1254572267427835906,0.26335,0.0,neutral,"There are several  vaccines for animals. While a vaccine for  is not a given, two encouraging"
52,AndyBiotech,,None,755,80205,9956,2020-04-19T00:16:30,Unbelievable how much hate Bill Gates gets for his efforts on vaccine development for #Covid19  FFS the man is tryi,1251665943358517251,-0.6696500000000001,0.95,negative,Unbelievable how much hate Bill Gates gets for his efforts on vaccine development for   FFS the man is tryi
53,AndyBiotech,,None,755,80205,9956,2020-04-16T02:04:45,More than 100 #Coronavirus vaccine programs are in the works globally and moving forward at an unprecedented speed,1250606024085647367,0.18333333333333335,0.4666666666666666,neutral,More than 100  vaccine programs are in the works globally and moving forward at an unprecedented speed
54,AndyBiotech,,None,755,80205,9956,2020-04-14T12:43:57,#COVID19 Vaccine development news round-up  Sanofi  GSK to join forces to develop an adjuvanted vaccine,1250042105382273026,0.148,0.0,neutral,Vaccine development news round-up  Sanofi  GSK to join forces to develop an adjuvanted vaccine
55,AndyBiotech,,None,755,80205,9956,2020-04-11T19:01:50,"UK prof claiming vaccine for #coronavirus could be ready by Sep  -Animal data “just beginning to come thru"" -Human",1249050038753509376,0.23060000000000003,0.3,positive,"UK prof claiming vaccine for  could be ready by Sep  -Animal data “just beginning to come thru"" -Human"
56,AndyBiotech,,None,755,80205,9956,2020-03-31T12:57:07,NEJM review on challenges to #coronavirus vaccine development  Developing #COVID19 Vaccines at Pandemic Speed - opt,1244971989539926018,0.0386,0.0,neutral,NEJM review on challenges to  vaccine development  Developing  Vaccines at Pandemic Speed - opt
57,AndyBiotech,,None,755,80205,9956,2020-03-27T15:23:24,#COVID19 Daily dose of encouraging news  UK Oxford #coronavirus vaccine moving into clinical development,1243559252683300871,0.26335,0.0,neutral,Daily dose of encouraging news  UK Oxford  vaccine moving into clinical development
58,AndyBiotech,,None,755,80205,9956,2020-03-17T01:50:42,Kudos to the 45 healthy volunteers in Seattle in Phase I #coronavirus vaccine trial! That is an act of courage and,1239730850243248129,0.7419,0.5,positive,Kudos to the 45 healthy volunteers in Seattle in Phase I  vaccine trial! That is an act of courage and
59,AndyBiotech,,None,755,80205,9956,2020-02-18T16:51:39,"For those who complain 12~18mo is too long for a vaccine, this slide from NIH should provide some sobering reality",1229810722923827200,-0.28030000000000005,0.4,negative,"For those who complain 12~18mo is too long for a vaccine, this slide from NIH should provide some sobering reality"
60,AndyBiotech,,None,755,80205,9956,2020-02-03T14:39:37,Sad news and shows how challenging vaccine development is when you read all those PRs re #coronavirus vaccine  Ano,1224341674790473728,-0.1806,1.0,neutral,Sad news and shows how challenging vaccine development is when you read all those PRs re  vaccine  Ano
61,AndyBiotech,,None,755,80205,9956,2018-12-21T00:55:45,Encouraging progress in boosting immune response in 'cold' #Glioblastoma from two personalized vaccine studies,1075917704572354565,0.13445000000000001,1.0,neutral,Encouraging progress in boosting immune response in 'cold'  from two personalized vaccine studies
62,AndyBiotech,,None,755,80205,9956,2018-10-01T22:34:49,"#SITC2018 A few other interesting abstracts  $ADRO STING agonist $NTGN Neoantigen vaccine $MGNX PD1 + B7-H3 (mAb, A",1046891211875917825,0.23011666666666666,0.325,positive,"A few other interesting abstracts  $ADRO STING agonist $NTGN Neoantigen vaccine $MGNX PD1 + B7-H3 (mAb, A"
63,AndyBiotech,,None,755,80205,9956,2018-08-17T15:02:29,"Newly discovered class of molecules may boost cancer vaccine development   ""retained intron""",1030469924739842050,-0.12271818181818181,0.45454545454545453,neutral,"Newly discovered class of molecules may boost cancer vaccine development   ""retained intron"""
64,AndyBiotech,,None,755,80205,9956,2018-08-16T14:54:43,"Heads start rolling over China's ChangSheng Bio vaccine scandal   Bi Jingquan, ex- Head of C",1030105581712039938,-0.2202,0.0,neutral,"Heads start rolling over China's ChangSheng Bio vaccine scandal   Bi Jingquan, ex- Head of C"
65,AndyBiotech,,None,755,80205,9956,2018-07-23T12:48:50,"China vaccine scandal sparks fury, roils markets   Total China biopharma sector lost ¥160B R",1021376590972891136,-0.418,0.75,neutral,"China vaccine scandal sparks fury, roils markets   Total China biopharma sector lost ¥160B R"
66,AndyBiotech,,None,755,80205,9956,2017-04-28T00:46:57,The riskiest #vaccine? The one that is not given   @sciencemagazine features The Vaccine War,857757996037926912,-0.3753,0.0,neutral,The riskiest  The one that is not given    features The Vaccine War
67,AndyBiotech,,None,755,80205,9956,2017-02-22T13:01:36,$ARGS another cancer vaccine bites the dust...,834387667970355203,-0.32985,0.0,neutral,$ARGS another cancer vaccine bites the dust...
68,AndyBiotech,,None,755,80205,9956,2017-02-03T00:51:52,BioNTech just published data on its Zika mRNA vaccine in Nature. Still waiting for Moderna,827318654333239296,0.0,0.0,neutral,BioNTech just published data on its Zika mRNA vaccine in Nature. Still waiting for Moderna
69,bradloncar,"Lenexa, KS / Venice, FL",None,321,36644,62327,2020-12-19T00:38:30,@NedPagliarulo: Moderna vaccine authorized by FDA for emergency use $MRNA,1340094119465656321,-0.1909,0.0,neutral,Moderna vaccine authorized by FDA for emergency use $MRNA
70,bradloncar,"Lenexa, KS / Venice, FL",None,321,36644,62327,2020-12-18T16:08:22,"@dsobek Yea, wouldn't be surprising. Although didn't they essentially move on from COVID?",1339965741991391235,0.07214999999999999,0.4,neutral,"Yea, wouldn't be surprising. Although didn't they essentially move on from COVID?"
71,bradloncar,"Lenexa, KS / Venice, FL",None,321,36644,62327,2020-12-17T21:59:34,@NedPagliarulo: VOTE on whether benefits of Moderna's coronavirus vaccine outweigh the risks in adults older than 18:  YES: 20 NO: 0 ABS,1339691733643390976,0.3851833333333333,0.3333333333333333,positive,VOTE on whether benefits of Moderna's coronavirus vaccine outweigh the risks in adults older than 18:  YES: 20 NO: 0 ABS
72,bradloncar,"Lenexa, KS / Venice, FL",None,321,36644,62327,2020-12-17T13:56:44,@NedPagliarulo: FDA adcomm reviewing Moderna's coronavirus vaccine kicks off in 5 minutes.   Agenda is here:   an,1339570225705050113,0.0,0.0,neutral,FDA adcomm reviewing Moderna's coronavirus vaccine kicks off in 5 minutes.   Agenda is here:   an
73,bradloncar,"Lenexa, KS / Venice, FL",None,321,36644,62327,2020-12-15T18:29:06,"In a perfect world, there would be covid clinics where dedicated physicians can prescribe and then infuse anybody a",1338913992404848642,0.88585,1.0,positive,"In a perfect world, there would be covid clinics where dedicated physicians can prescribe and then infuse anybody a"
74,bradloncar,"Lenexa, KS / Venice, FL",None,321,36644,62327,2020-12-15T18:06:31,"Antibodies are the CAR-T of COVID. Life saving, logistically challenging, and therefore not getting to enough peopl",1338908310628683782,0.20155,0.75,positive,"Antibodies are the CAR-T of COVID. Life saving, logistically challenging, and therefore not getting to enough peopl"
75,bradloncar,"Lenexa, KS / Venice, FL",None,321,36644,62327,2020-12-15T01:44:04,The biggest mistake that is truly unexplainable and can fairly be questioned is why they didn’t order more Pfizer a,1338661066541248513,0.3129,0.7,neutral,The biggest mistake that is truly unexplainable and can fairly be questioned is why they didn’t order more Pfizer a
76,bradloncar,"Lenexa, KS / Venice, FL",None,321,36644,62327,2020-12-15T01:44:03,"If Moderna and Pfizer vaccines had failed, we’d be tarring and feathering them for betting so big on an unproven te",1338661065601769472,-0.3803,0.2,negative,"If Moderna and Pfizer vaccines had failed, we’d be tarring and feathering them for betting so big on an unproven te"
77,bradloncar,"Lenexa, KS / Venice, FL",None,321,36644,62327,2020-12-15T01:44:03,IMO the bottom line on the vaccine procurement guessing game is that I think the people running it did a good job o,1338661064641306626,0.2952,0.5,positive,IMO the bottom line on the vaccine procurement guessing game is that I think the people running it did a good job o
78,bradloncar,"Lenexa, KS / Venice, FL",None,321,36644,62327,2020-12-14T06:17:00,$INCY Jakafi failed as a treatment for COVID cytokine storm.,1338367368301588482,-0.5053000000000001,0.3,negative,$INCY Jakafi failed as a treatment for COVID cytokine storm.
79,bradloncar,"Lenexa, KS / Venice, FL",None,321,36644,62327,2020-12-14T03:51:30,"@realDonaldTrump: People working in the White House should receive the vaccine somewhat later in the program, unless specifically necess",1338330749188059137,0.0,0.0,neutral,"People working in the White House should receive the vaccine somewhat later in the program, unless specifically necess"
80,bradloncar,"Lenexa, KS / Venice, FL",None,321,36644,62327,2020-12-12T02:29:42,"@statnews: BREAKING: FDA grants historic authorization to a Covid-19 vaccine, setting stage for rollout",1337585390069420032,0.11315,0.0,neutral,"BREAKING: FDA grants historic authorization to a Covid-19 vaccine, setting stage for rollout"
81,bradloncar,"Lenexa, KS / Venice, FL",None,321,36644,62327,2020-12-11T10:58:22,"We’re fortunate how these setbacks like Sanofi/Glaxo, CSL, Astra, etc are arising after Pfizer and Moderna have alr",1337351011762130944,0.5298499999999999,0.7,positive,"We’re fortunate how these setbacks like Sanofi/Glaxo, CSL, Astra, etc are arising after Pfizer and Moderna have alr"
82,bradloncar,"Lenexa, KS / Venice, FL",None,321,36644,62327,2020-12-11T10:17:08,Here’s a 2020 story for you. Apparently the Russian vaccine has a Twitter account @sputnikvaccine. And over Twitter,1337340633556656128,0.0125,0.175,neutral,Here’s a 2020 story for you. Apparently the Russian vaccine has a Twitter account  And over Twitter
83,bradloncar,"Lenexa, KS / Venice, FL",None,321,36644,62327,2020-12-11T06:44:00,"@GZuckerman @SamFazeli8 At the beginning of COVID, many said the experimental mRNA vaccines were too risky to bet o",1337286999477194753,0.04884999999999999,0.45,neutral,"At the beginning of COVID, many said the experimental mRNA vaccines were too risky to bet o"
84,bradloncar,"Lenexa, KS / Venice, FL",None,321,36644,62327,2020-12-11T06:02:51,Sanofi and GSK announce a delay in their adjuvanted recombinant protein-based COVID-19 vaccine program to improve i,1337276640062267395,0.07655,0.0,neutral,Sanofi and GSK announce a delay in their adjuvanted recombinant protein-based COVID-19 vaccine program to improve i
85,bradloncar,"Lenexa, KS / Venice, FL",None,321,36644,62327,2020-12-10T23:23:48,"@biomark6 ""But today’s approval by the Food  Drug Administration of the Pfizer-BioNTech COVID-19 vaccine is a brig",1337176219637444608,0.3155,0.0,neutral,"""But today’s approval by the Food  Drug Administration of the Pfizer-BioNTech COVID-19 vaccine is a brig"
86,bradloncar,"Lenexa, KS / Venice, FL",None,321,36644,62327,2020-12-10T22:38:25,"@ZacharyBrennan: 17 yes, 4 no, 1 abstain on the voting question of does the vaccine outweigh its risks for use in individuals 16 years o",1337164796215648256,0.07655,0.0,neutral,"17 yes, 4 no, 1 abstain on the voting question of does the vaccine outweigh its risks for use in individuals 16 years o"
87,bradloncar,"Lenexa, KS / Venice, FL",None,321,36644,62327,2020-12-10T14:33:27,@matthewherper: NEJM paper on the PFE vaccine. There's also an editorial. There will be a post on the liveblog.,1337042752773779457,0.0,0.0,neutral,NEJM paper on the PFE vaccine. There's also an editorial. There will be a post on the liveblog.
88,bradloncar,"Lenexa, KS / Venice, FL",None,321,36644,62327,2020-12-10T06:02:08,Mexico is buying 35 million doses of the CanSino Ad5 vaccine. It's currently in testing there.,1336914073309556736,0.0,0.4,neutral,Mexico is buying 35 million doses of the CanSino Ad5 vaccine. It's currently in testing there.
89,bradloncar,"Lenexa, KS / Venice, FL",None,321,36644,62327,2020-12-09T21:55:53,"@Jessicaemerrill: Got a letter from my provider who has signed up to receive/administer #covid19 vaccines; it will be the $MRNA vaccine,",1336791703810961409,0.0,0.0,neutral,"Got a letter from my provider who has signed up to receive/administer  vaccines; it will be the $MRNA vaccine,"
90,bradloncar,"Lenexa, KS / Venice, FL",None,321,36644,62327,2020-12-09T21:12:03,@princetongb: Cyber Attack on EMA - vaccine filings for $BNTX $PFE accessed.,1336780674926252034,-0.23835,0.0,neutral,Cyber Attack on EMA - vaccine filings for $BNTX $PFE accessed.
91,bradloncar,"Lenexa, KS / Venice, FL",None,321,36644,62327,2020-12-09T16:16:05,@Reuters_Health: A health official's warning that anyone getting vaccinated against COVID-19 with Russia's Sputnik V vaccine should give,1336706192572289030,-0.17,0.0,neutral,A health official's warning that anyone getting vaccinated against COVID-19 with Russia's Sputnik V vaccine should give
92,bradloncar,"Lenexa, KS / Venice, FL",None,321,36644,62327,2020-12-08T23:57:32,@matthewherper If it turns out that Trump put the ax on buying additional Pfizer vaccine post interim b/c he's angr,1336459930765832194,0.0,0.0,neutral,If it turns out that Trump put the ax on buying additional Pfizer vaccine post interim b/c he's angr
93,bradloncar,"Lenexa, KS / Venice, FL",None,321,36644,62327,2020-12-08T14:59:44,Think the American public and the world is better off having seen the (stellar) Pfizer briefing docs and public AdC,1336324588871905285,0.2952,0.17666666666666667,positive,Think the American public and the world is better off having seen the (stellar) Pfizer briefing docs and public AdC
